ID,medv
3,39.3728615045275
6,23.9651683458725
8,16.0804718015162
9,14.8186585720771
10,16.5178361780328
18,20.0343174396873
20,20.8797469222554
25,16.0866145961568
26,15.9754812940235
27,19.720872655023
29,20.4000925076403
30,22.3136748316222
33,14.619281392127
34,15.9658050723473
36,21.7372926631259
37,20.9888739063823
38,22.7644450349894
42,27.7653969021457
49,14.9709841534724
53,23.3911433458725
60,22.7644450349894
63,23.3911433458725
70,22.7644450349894
72,21.5694668777322
79,20.7257826043304
80,22.7644450349894
83,23.3911433458725
92,22.9764561461005
93,22.7644450349894
96,26.3097457357841
98,46.1083756559345
99,46.6775109835698
100,34.0027579507809
105,20.81999422611
106,16.0866145961568
111,20.8936083897241
113,16.5178361780328
114,16.3748872290838
116,19.2806785525691
126,20.5460874079791
130,15.9903553368975
131,20.7144609286929
133,20.6631838096922
136,15.9903553368975
141,14.482220444922
144,14.6842010504321
145,14.6842010504321
147,16.0245457187423
152,21.7804008285564
153,22.0329182529575
156,19.0873364860976
158,31.4622490536949
163,46.4564705795294
169,20.9802171016899
185,21.2035077648588
186,21.277121928473
189,26.8495937118144
196,47.0066135476724
197,38.6321348366832
199,33.635179695635
200,33.9376696077355
203,44.5139786270374
208,17.3923446393305
210,14.912412724901
211,16.6701617594281
213,19.2630037975876
216,22.7644450349894
218,23.9674363042008
219,16.5272128104792
220,21.1652104950833
221,28.2686206466162
229,45.1636538407127
232,35.0038440744612
238,34.4130107411278
239,23.3911433458725
240,26.2498500092884
242,20.9757333566456
246,17.2400190579352
248,21.234342913674
253,35.3316032457991
255,23.6031544569836
256,22.9764561461005
257,44.5905997934527
258,41.9295773093445
259,35.0230539547225
260,30.212669848168
268,41.2804503252176
270,20.9611000646479
271,20.9611000646479
276,31.555175015482
277,34.0597347651842
278,30.4412664349557
279,23.3911433458725
281,47.3430266530855
288,23.3911433458725
290,25.7103632113889
292,39.567472527315
295,20.9618718891768
296,26.0329545844518
299,23.6031544569836
300,33.50423801112
301,29.2438941756247
308,29.6299473493705
314,22.7644450349894
315,25.2045250574355
320,20.6166556202034
322,23.3911433458725
323,23.3911433458725
324,20.6521684407162
327,23.3911433458725
330,23.6031544569836
332,20.8666063725186
333,22.7644450349894
336,22.7644450349894
338,20.8210481209886
346,20.7119211368616
347,20.6166556202034
351,23.6031544569836
352,26.8495937118144
354,27.984989417172
355,22.9764561461005
356,23.6031544569836
362,20.81999422611
364,20.0387317918588
365,41.0588451156124
370,33.8432938564682
376,24.7481083724864
379,10.9019727220067
380,11.1235111835452
381,20.4358700197736
382,12.0267257493848
386,9.8177337425766
389,9.929265127858
391,15.8760416114073
394,18.9913334630856
396,15.7075234540271
398,15.0622854053549
400,11.7180657101455
403,12.8542397646857
405,9.6907424005852
406,10.0124956473385
407,10.9019727220067
410,15.4417288083734
411,26.8299960846868
412,12.4889472305003
413,10.6083020674801
417,12.5457231293496
421,18.46046942196
422,18.7645810509332
423,22.4813268710017
424,13.7596515428097
427,17.3272572592057
431,15.3818856473893
436,12.0721886532245
437,13.4055429222964
439,9.6700503715997
447,15.6219593603251
450,14.9255944586205
451,16.2089131345006
455,15.7480610367929
457,15.6647175302597
471,16.2295635451057
474,26.4563122340234
476,14.0396181930073
483,32.6903667295838
486,20.8210481209886
490,13.8855935717952
495,20.8936083897241
496,17.1437597986759
497,14.9804163698349
499,20.8936083897241
501,20.81999422611
505,28.6464757126473
