ID,medv
3,38.237503
6,24.981543
8,15.891792
9,11.82296
10,17.58506
18,17.883844
20,20.490873
25,14.508522
26,14.549878
27,16.951988
29,16.565344
30,20.951109
33,12.776371
34,16.315823
36,22.651995
37,22.29688
38,23.340927
42,29.146769
49,10.965914
53,24.904957
60,21.159672
63,22.120983
70,21.06035
72,20.955914
79,20.152287
80,21.90062
83,22.82791
92,22.319963
93,24.578579
96,26.702713
98,44.129192
99,45.82799
100,30.58472
105,20.775743
106,17.266994
111,21.478025
113,17.279316
114,16.002186
116,18.703508
126,21.265667
130,16.94364
131,19.738323
133,19.910841
136,16.990892
141,15.093923
144,14.577604
145,14.770346
147,18.356539
152,21.37209
153,23.942064
156,17.600239
158,32.873928
163,49.51134
169,21.830519
185,25.191
186,27.273258
189,28.987228
196,47.969364
197,38.968132
199,31.521175
200,33.308193
203,45.32033
208,20.191875
210,16.765024
211,19.50841
213,23.114475
216,24.41053
218,22.9296
219,17.45277
220,21.04967
221,30.066341
229,44.358227
232,34.298786
238,34.3147
239,24.215162
240,26.326477
242,19.89412
246,17.899721
248,20.015362
253,37.585617
255,22.236103
256,21.17373
257,43.07457
258,43.647984
259,34.539143
260,30.136295
268,40.722767
270,23.027102
271,22.0279
276,35.659573
277,31.685175
278,34.1449
279,24.737698
281,47.53954
288,23.154099
290,24.954725
292,39.06876
295,21.386684
296,26.471642
299,25.739347
300,34.468884
301,28.7371
308,30.22062
314,21.688612
315,24.88408
320,20.833603
322,23.99465
323,24.024916
324,19.868721
327,24.529097
330,22.225357
332,18.131287
333,20.535057
336,20.26046
338,18.648008
346,20.991766
347,19.978676
351,21.002867
352,23.648132
354,30.212276
355,19.041384
356,21.648287
362,20.265661
364,19.720165
365,38.734413
370,32.07937
376,18.987953
379,10.427495
380,11.875382
381,16.628923
382,11.405505
386,8.570079
389,9.743695
391,15.946028
394,17.231518
396,14.667597
398,15.484566
400,11.645824
403,11.716626
405,8.845286
406,10.238831
407,14.837448
410,20.852375
411,22.225649
412,14.315615
413,10.395217
417,10.894411
421,15.924674
422,17.434565
423,20.46502
424,14.307492
427,17.257954
431,14.819611
436,11.204466
437,12.654883
439,8.208009
447,16.64274
450,14.363652
451,13.904016
455,12.603172
457,15.202096
471,17.341759
474,27.190374
476,13.143491
483,28.715195
486,22.030687
490,10.891751
495,22.740978
496,20.085054
497,17.34998
499,21.970854
501,20.550257
505,24.168257
