ID,medv
3,30.8456152247856
6,26.4455950211388
8,16.0214222214321
9,15.4076209890835
10,18.3768420145734
18,16.9735186153129
20,18.9831831851533
25,14.750635112514
26,15.0503276992961
27,15.109909229966
29,17.17969543679
30,19.6400547388891
33,14.5065433937566
34,14.7795898627555
36,22.0068438110145
37,21.8019709588615
38,22.5620321541499
42,30.6493825986596
49,17.8659901138606
53,27.9429973762992
60,21.4405852344769
63,23.978781328382
70,20.2702061909409
72,20.21671745494
79,20.5225119391709
80,20.3512354515096
83,24.4137106621246
92,22.7433038417474
93,24.3591990523267
96,26.0501026239221
98,36.7329221152324
99,41.8917821849634
100,32.1632135617236
105,20.2978660772101
106,18.3221993755218
111,25.4928307367353
113,14.9754182424379
114,14.0688244695732
116,16.1373593217937
126,20.8923421217978
130,14.8582339343789
131,18.9598960764296
133,19.3431114617515
136,16.599249190828
141,15.9788495511542
144,17.3519735984067
145,18.7665718118928
147,16.3674519528628
152,17.1438778637093
153,20.0318129928253
156,24.0692298169398
158,37.2772784090884
163,46.2459133377442
169,24.6821258954707
185,27.0835195268431
186,28.535552007847
189,30.9854405791552
196,48.308416552851
197,38.9031995721454
199,37.0960334972335
200,30.3792367540421
203,42.8064424432769
208,19.3404071386933
210,19.5663876757847
211,21.1542433839218
213,23.2339106960315
216,23.6439404284216
218,27.8906297519274
219,21.4239959037166
220,25.7960932479365
221,28.4116046411045
229,43.0602201069216
232,34.7851117023824
238,34.3452696040697
239,25.6511251677578
240,25.5350703754023
242,18.2444126430742
246,18.9527763318527
248,20.325339638722
253,30.2292037040217
255,20.286594044149
256,16.0760618318882
257,40.2319219954903
258,50.360558299285
259,35.7940217406983
260,33.0740849785152
268,47.3250241866593
270,23.0618381631059
271,18.892840834798
276,31.7055927447868
277,34.1507323142407
278,33.2606343396986
279,25.9271314447252
281,43.582203350462
288,20.5761765628994
290,23.0600748926564
292,33.5290976209605
295,21.6023487549518
296,29.0102375432403
299,25.4395598227196
300,32.328350222249
301,29.768884330604
308,29.1247540583477
314,20.0704239951779
315,20.984741079777
320,21.370239638915
322,22.9844254947299
323,20.161860506401
324,17.5755016418443
327,22.7320898658573
330,23.6457246973831
332,14.4855445503605
333,18.6337983031684
336,19.227862884882
338,18.4153985333185
346,20.3067588577789
347,19.8702529918301
351,22.99633921983
352,26.4044694394624
354,27.915718499244
355,19.018824510724
356,20.5848794540891
362,19.9923818041564
364,27.6696509548781
365,35.7047631866912
370,51.7718457309869
376,21.1656883662439
379,10.1572608854976
380,11.7777437622835
381,27.6172122008185
382,12.4070472353675
386,8.1826395581411
389,9.0239555361008
391,16.7067699635021
394,19.6053411946283
396,17.0856563963134
398,15.112754012071
400,14.6710874793255
403,14.141036058587
405,12.0733911299417
406,22.0793468821035
407,15.1037290359148
410,12.9961305811212
411,19.519637705129
412,9.026488864591
413,11.9436348510558
417,8.5477892081749
421,17.3050593662897
422,18.2745668241288
423,21.2615022242609
424,13.0197288342645
427,14.2170248810332
431,14.1210887140218
436,9.7711020474759
437,10.3936841539537
439,10.0990686117418
447,16.2360085461286
450,14.3221808290294
451,13.1961772312481
455,11.4858470370393
457,15.9202922248081
471,19.0548128633851
474,25.3502024600283
476,14.6636091933725
483,25.4684308482603
486,21.6928781473035
490,10.5460732085373
495,24.5122413811606
496,25.0228377053685
497,21.4737536293826
499,21.6481403684713
501,19.390580439387
505,18.1296637484868
